drug_1_name,drug_2_name,weight
Fenylefryna,Pirbuterol,4
Propionion flutykazonu,Etanol,2
Omeprazol,Delavirdine,0
Prrazosina,Fentolamina,4
Trympramina,Orcyprenalina,4
Beksaroten,Etosumid,2
Chinina,Luliconazol,0
Oktreotyd,Poraktant Alfa,2
Estazolam,Darunawir,0
Repaglinid,Hydroksyprogesteron,1
Trimetadion,Orlistat,3
Lewonorgestrel,Selegilina,4
Oksycodon,Bumetanid,3
Secobarbital,Zolpidem,2
Retapamulina,Telaprewir,4
Doksylamine,Paroksetyna,2
Trabtykedina,Sipuleucel-T,0
Sulfadiazina,Tolbutamid,2
Trazodon,Błękit metylenowy,0
Konivaptan,Stiripentol,4
Chloroprociana,Technetum TC-99M Tilmanocept,2
Pucalopryd,Wemurafenib,2
Glimepirde,Gliklazyd,0
Sirolimus,Sipuleucel-T,4
Rifampicyna,Quetiapine,0
Enoksaparina,Sugammadeks,3
Isosorbide Dinitrat,Molsidomine,1
Leuprolyd,Dyszyramid,1
Fluwoksamina,Wemurafenib,3
Dronedaron,Ulipristal,3
Buspiron,Simeprewir,3
Metaraminol,Epinefryna,4
Sulpiryd,Hyoscyamina,3
Fentoina,Kation litowy,4
Karbamazepina,Aminofilina,4
Ibandronat,Arbekacyna,2
Efawirenz,Nifedipina,4
Alprazolam,Dronabinol,2
MedroksyProgesterone octan,Kwas cytrynowy,2
Siarczan magnezu,Amobarbital,1
Kodeina,Kwas tioniczny,0
Iksabepilon,Tocilizumab,1
Digoksyna,Tesmilifen,0
Entakapon,Pipamperon,0
Witamina K1,Kompleks czynnika IX (człowiek),1
Linezolid,Lewodopa,4
Loksapine,Eluksadlina,1
Chlordiazepoksyd,Buprenorfina,1
Doksorubicyna,Sipuleucel-T,2
Flukonazol,Trabtykedina,1
Ritonawir,Wilazodon,1
Buprenorfina,Flibanserina,2
Natalizumab,Melpelan,0
Flurazepam,Luliconazol,4
Altretamina,Clomipramina,0
Kwas mykofenolowy,Chlorek magnezu,2
Aspiryna,Insulinay klepsyjna,2
Flurazepam,Paraldehyd,3
Almotriptan,Sertindole,3
Saquinawir,Pucalopryd,1
Etrawiryna,Bedaqulina,4
Peginterferon alfa-2b,Dacarbazine,1
Kwas walproinowy,Heksobarbital,1
Kwas walproinowy,Imipenem,2
Oksaprozyna,Enoksaparina,2
Temsirolimus,Insulina Ludzka,1
Duloksetyna,Rivaroksaban,4
Zonisamid,Stiripentol,4
Pentazokina,Acepromazyna,2
Phentermine,Octan wapnia,2
Sildenafil,ERYTHLITYL Tetranirat,0
Insulina Lispro,Dullaglutyd,2
Biotyna,Żelazny dekstran,4
Feksofenadyna,Itrakonazol,3
Saksagliptina,Dienogest,1
Tamoksyfen,Dronedaron,2
Etanol,Isocarboksazid,4
Amlodypina,Mifepriston,0
Fenoterol,Dihydrokodeina,2
Simvastatyna,Ticagrelor,3
Goserelina,Kultury,3
Fentolamina,Kwas risedronic,3
Ranolazine,Ledipaswir,3
Etonogestrel,Fosamprenawir,2
Doksapram,Linezolid,4
Liotironina,Imipramina,1
Nisoldypina,Fosfofenytoina,0
Capromab pendetyd,Degareliks,3
Butabarbital,Mestranol,1
PHENPROUMON,Floctafenina,2
Goserelina,Trebrostinil,0
Amsacrine,Leflunomyd,0
Digoksyna,Simeprewir,1
Ritonawir,Parecoksib,1
Tetraceine,Technetum TC-99M Tilmanocept,3
Metoprolol,Difenhydramina,0
Griseofulvina,Heptabarbital,4
Aprepitant,Macetentan,4
Kwas aminosalicylowy,Kwas salicylowy,4
Nortriptylina,Ondansetron,4
Amoksapina,Acepromazyna,3
Ledipaswir,Lumactaftor,1
Pramlintyd,Insulina detemir,4
Cefotiam,Prymenid,2
Tranilcypromina,Lewobunolol,4
Ergoloid mesylan,Nadolol,1
Fluoksetyna,Trifluperazine,1
Amlodypina,Klopidogrel,2
Norepinefryna,Wilanderol,3
Talidomid,Quazepam,3
Paroksetyna,Suvoreksant,0
TenecttePlase,Eteksylan dibagatranu,1
Izawukonazol,Ulipristal,2
Sekretny człowiek,Tioridazine,2
Morfina,Chlorstalidon,2
Chlorochina,Karwedilol,2
Tositumomab,Enoksaparina,1
Trandolapril,Sacubitril,4
Chlordiazepoksyd,Oksybatan sodu,0
Karwedilol,Everolimus,4
Etanercept,Wedolizumab,3
Kwas salicylowy,Danaparoid,4
Aldesleukina,Prednizon,0
Rivastigmine,Ivabradyna,1
Kabergolina,Triflupromazyna,3
Winorelbine,Idelalisib,0
Siarczan magnezu,Silodozyna,2
Papaverine,Heksobarbital,1
PROCYCIDINE,Nabilon,1
Trichlormetiazyd,Dullaglutyd,3
Torasemid,Metformina,4
Imipramina,Catinon,3
Wandetanib,Tocilizumab,2
Cyproheptadyna,Prokarbazyn,3
Dyporylina,Metoksamina,3
Buprenorfina,Dimenhydrunat,0
Octan cyproteronu,Pomalidomid,1
Sotalol,Orcyprenalina,0
Warfaryna,Worapaksar,3
Kwas mykofenolowy,Izawukonazol,2
Diazepam,Hydrokodon,4
Kultury,Orphenadryna,0
Digoksyna,Chinidyna,1
Cilostazol,Darunawir,2
Nelfinawir,Zopiclon,3
Telitromycyna,Ketokonazol,4
Ropiniol,Dimenhydrunat,4
Aldesleukina,DOXAZOSYina,1
Oksymorphon,Rotigotina,0
Flukonazol,Woriconazol,1
Trastuzumab Emtansine,Simeprewir,4
Karbimazol,Aminofilina,2
Amiodaron,Kobikistat,2
Quetiapine,Rufinamid,0
Karbamazepina,Diclofenamid,0
Desloratadyna,Mianserina,0
Kwas deoksycholowy,Rivaroksaban,0
Insulina Ludzka,Atazanawir,2
Teofilina,Butobarbitalny,0
Aldesleukina,IOgle,4
Fludrokortyzon,Fosaprepitant,2
Loksapine,Salbutamol,3
Rifampicyna,Flibanserina,1
Eltrombopag,Wodorotlenek aluminium,4
Salbutamol,Acebutolol,2
Chinina,Rocuronium,4
Woriconazol,Cisapryd,0
Cilostazol,Deferasiroks,3
Estradiol,Gliklazyd,0
Lorazepam,Hydrokodon,2
Bacofen,Metadon,1
Fentoina,Kobikistat,0
Ritonawir,Imatynib,0
Epinefryna,Orcyprenalina,1
Tolcapon,Dronabinol,1
Secobarbital,Rotigotina,1
Prokarbazyn,Metoklopramid,2
Siarczan magnezu,Metaksalon,4
Saquinawir,Idelalisib,2
Metadon,Aminoglutetimid,2
DOXAZOSYina,Mitotane,0
Tramadol,Acenokumarol,2
Nimodypina,Darunawir,2
Dyporylina,Acebutolol,2
Atorwastatyna,Raltegrawir,0
Duloksetyna,Heparyna,2
Metaminództwo,Kation litowy,4
Trazodon,Acetofenazyna,4
Interferon alfa-n3,Metamizol,2
Fluorouracyl,Warfaryna,4
Eksenatyd,Kwas salicylowy,4
Amfetamina,Hydrokodon,2
Piroksicam,Porfimer Sodium,1
Orcyprenalina,Fenoterol,1
Imatynib,Telaprewir,0
Woriconazol,Salmeterol,3
Reserpina,Wardenafil,0
Bosentan,Isosorbide Dinitrat,0
Tacrine,Pimozyd,3
Nicardypina,Atosiban,0
Mitomycyna,Winblastyna,0
Secobarbital,Azilsartan medoksomil,4
Metokarbamol,Talidomid,2
Prilokaina,Metoklopramid,0
Isradypina,Atosiban,1
Meksiletyna,Asenapina,4
Nabumeton,Kanamycyna,1
Gliklazyd,Dabrafenib,1
Lewcetirizine,Suvoreksant,4
Chlormezanon,Desvenlafaksine,2
Armodafinil,Fosaprepitant,0
Goserelina,Fingolimod,0
Fluwoksamina,Apiksaban,1
Mitotane,Zuclopentiksol,1
MedroksyProgesterone octan,Tipranawir,3
Sulpiryd,Fenelzine,3
Risperidon,Alogliptyna,0
Ketorolak,Dalteparna,2
Alfuzosina,Nafazolina,2
MetotrimePrazine,Quinagolid,4
Chlorozokon,Mirtazapine,4
Kwas fusydowy,Crizotynib,2
Lansoprazol,Saquinawir,2
Carisoprodol,Zolpidem,0
Alteplaze,Ticagrelor,4
Secobarbital,Kwas etanrynowy,1
Timolol,Ivabradyna,2
Ondansetron,Tapentadol,1
Reserpina,Sumatriptan,0
Hialuronidaza (owiec),Triamcynolon,1
Amfetamina,Oksymorphon,4
Kabergolina,Fenelzine,1
Ritonawir,Bosutynib,2
Dekstrometorphan,Escitalopram,4
Leuprolyd,MetotrimePrazine,4
Lovastatyna,Boceprewir,3
Spironolakton,Nalbuphine,2
Olopatadyna,Pramlintyd,2
Meloksykam,Itrakonazol,0
Isokssuprine,Nicorandil,2
Woriconazol,Etizolam,4
Metadon,Moklobemid,1
Tormifen,Karbamazepina,1
Karbenicylina,Prymenid,0
Pentobarbital,Aliskiren,1
Tadalafil,Riociguat,2
Selegilina,Lumactaftor,3
Butorfanol,Hydrokodon,3
Bortezomib,Diacetat etynodiolu,1
Naproksen,Eteksylan dibagatranu,4
Zolpidem,Iloperidon,4
Insulina detemir,Wildagliplina,3
Zuclopentiksol,Lorcaserina,2
Leflunomyd,Mitokantrola,0
Pimecrolimus,Certolizumab Pegol,0
Metaksalon,Azelastyna,4
Alteplaze,Piroksicam,3
Propranolol,Wardenafil,0
Imipramina,MetotrimePrazine,4
Cisapryd,Fosaprepitant,2
Dapson,Beksaroten,4
Epinefryna,Moklobemid,0
Werapamil,Pucalopryd,1
Wardenafil,Amyl azotyn,0
Chinina,Telitromycyna,4
Zuclopentiksol,Fosforan Tedizolidu,4
Klozapina,Dekstroamphetamina,3
Piperacylina,Tobramycyna,1
Goserelina,Amantadina,0
Morfina,Wortioksetyna,1
Imipramina,Heksobarbital,2
Triflupromazyna,Metamfetamina,4
Hydrokortyzon,Sparfloksacyna,3
Amfetamina,Klozapina,4
Bretylium,Nebivolol,3
Topiramat,Fosfofenytoina,4
Propranolol,Lewodopa,0
Insulina Glargine,Arypiprazol,4
Ridogrel,Ticagrelor,2
Cyklofosfamid,Filgrastim,0
Loksapine,Prokarbazyn,4
Nitroprusid,Johimbina,0
Reserpina,Etanol,0
Etopozyj,Fenobarbital,3
Klozapina,Carfilzomib,1
Pregabalina,Orlistat,4
Klozapina,Paraldehyd,0
Insulina Lispro,Glimepirde,3
Metroheksital,Amyl azotyn,1
Metyrozyna,Sertralina,2
Karbinoksamina,Orphenadryna,4
Flukonazol,Noetisteron,4
Siarczan magnezu,Tolewamer,0
Pimozyd,Clomipramina,3
Tocilizumab,Idelalisib,0
Fosfofenytoina,Ponatynib,2
Duloksetyna,Limaprost,2
Goserelina,Procainamid,4
Kofeina,Fosforan Tedizolidu,2
Sumatriptan,Arypiprazol,3
Caspofungina,Deksametazon,4
Buspiron,Luliconazol,0
Fentoina,Werapamil,0
Acetofenazyna,Doksepina,3
Solifenacyna,Fosaprepitant,4
Pentonoksifylina,Telmisartan,3
Difenhydramina,Fezoterodina,0
Amitriptlina,Dihydrokodeina,3
Telitromycyna,Pazopanib,0
Mechloretamina,Leflunomyd,0
Flucloksacillina,Tetracyklina,3
Progesteron,Naloksegol,3
Ergoloid mesylan,Dasatynib,3
Citalopram,Bosentan,0
Citalopram,Armodafinil,1
Kwas clorazepowy,Rufinamid,3
Benzphetamina,Dietylopropion,0
Arypiprazol,Simeprewir,1
Infliksymab,Drospirenon,3
Desmopressina,Desipramina,1
Chlorfeniramina,Fosfofenytoina,4
Mannitol,Fenelzine,2
Eltrombopag,Chlorek magnezu,1
Dronabinol,Kwas clorazepowy,4
Insulina Ludzka,Indinewir,2
Olanzapina,Duloksetyna,0
Retplaze,Milnacipran,1
Kultury,Trichlormetiazyd,0
Chinina,Afatynib,3
Reserpina,Suvoreksant,2
Heparyna,Milnacipran,3
Acenokumarol,Dabrafenib,4
Mefloquine,Tiagabina,0
Dolasetron,Panobinostat,0
Ropiniol,Gabapentin EnaCarbil,4
Metroheksital,Aminofilina,0
Leflunomyd,Cholestyramina,4
Rizatriptan,MetotrimePrazine,4
Doksylamine,Tripolidynę,0
Canakinumab,Tofacitynib,4
Butabarbital,Pramipeksole,3
Morfina,Difenhydramina,2
Quetiapine,Dabrafenib,2
Metylofenidat,Prochlorperazina,3
Oksaprozyna,Obinutuzumab,1
Dyszyramid,Nebivolol,2
Fluwoksamina,Ketokonazol,2
Alfuzosina,Tipranawir,0
Atorwastatyna,Ciprofibrat,0
Zuclopentiksol,Idelalisib,4
Filgrastim,Bleomycyna,4
Fentoina,Modafinil,1
Cortycotropina,Telaprewir,3
Miglitol,Oksandrolon,0
Chlorstalidon,Sufentanil,1
Propranolol,Sufentanil,0
Wildagliplina,Asenapina,1
Propranolol,Ledipaswir,4
Prochlorperazina,Paroksetyna,2
Ridogrel,Prasugrel,0
MedroksyProgesterone octan,Saksagliptina,0
Diklofenak,Fosfofenytoina,0
Woriconazol,Ulipristal,0
Ibritrumomab tiuksetan,Cangrelor,2
Fluwoksamina,Rizatriptan,1
Trazodon,Fosamprenawir,2
Tacrine,Propionion flutykazonu,0
Collagenase Clostridium Histolitum,Fondaparinuks,0
Propyltiouracil,Warfaryna,3
Besylan atracurium,Bepridil,4
Enalapryl,Everolimus,2
Flufenazyna,Bromocripteina,3
Teriflunomid,Tasimelteon,0
Butalbitalny,Rytodryna,2
Chlorek potasu,Solifenacyna,0
Dyszyramid,Repaglinid,2
Pramipeksole,Metoklopramid,3
Morfina,Phendimetrazine,0
Wildagliplina,Articaine,0
Atazanawir,Tlenek magnezu,0
Metadon,Hydroksyzyna,3
Teofilina,Batimastat,2
Ergoloid mesylan,Itrakonazol,2
Cefotetan,Acenokumarol,2
Siarczan magnezu,Pipotiazyna,3
Pimecrolimus,Temozolomid,2
Mitotane,Benzphetamina,2
Etanol,Izosorbyd,2
Duloksetyna,Ondansetron,0
Pramipeksole,Metylofenidat,4
Fosfofenytoina,Pazopanib,3
Pregabalina,Azelastyna,3
Fenylefryna,Phendimetrazine,4
Fluwoksamina,Karbamazepina,1
Tioridazine,Nefazodon,3
Żelazny dekstran,Trietylenamina,2
Fondaparinuks,PHENPROUMON,1
Oksybatan sodu,Paraldehyd,0
Pramipeksole,Entakapon,0
Sparfloksacyna,Dapagliflozyna,2
Pimecrolimus,Estramustyna,1
Klozapina,Tolbutamid,0
Fenelzine,Acebutolol,2
Porfimer Sodium,Gemifloksacyna,0
Altretamina,Selegilina,1
Nimodypina,Tadalafil,4
Labetalol,Feniramina,2
Telaprewir,Wilazodon,4
Mifepriston,Spiamycyna,0
Cimetidyna,Flibanserina,3
Ibritrumomab tiuksetan,Naproksen,0
Oksazepam,Hydrokodon,2
Loksapine,Milnacipran,2
Fluwoksamina,Propafenon,2
Eszopiclon,Tocilizumab,2
Fluwoksamina,Octan cyproteronu,1
Foscarnet,Metotreksat,2
Kwas klodronowy,Spektaklomycyna,2
Trichlormetiazyd,Doksepina,2
Pegvisomant,Morfina,1
Atomoksyna,Pirbuterol,1
Ritonawir,Ivabradyna,2
Mirtazapine,Paraldehyd,0
Hydrokodon,Klarytromycyna,2
Sufentanil,Lewobunolol,1
Ritonawir,Wemurafenib,0
Tranilcypromina,Fenelzine,2
Clonazepam,Netupitant,3
Natalizumab,Ibrrutynib,2
Hydrokortyzon,Insulina Ludzka,2
Nafcillina,Kwas risedronic,2
Tacrolimus,Saksagliptina,1
Spiamycyna,Kwas picosulfurowy,1
Heksobarbital,Clevidypina,3
Pantoprazol,Lopinawir,0
Flufenazyna,Lorcaserina,1
Diltiazem,Ketokonazol,4
Fenylefryna,Clenbuterol,4
Butabarbital,Terazosina,0
Aprepitant,Doksorubicyna,4
Heptabarbital,Clevidypina,2
Bortezomib,Modafinil,1
Tacrolimus,Rifapencja,4
Insulina Ludzka,Lanreotyd,4
Amitriptlina,Moksonidyna,2
Rifampicyna,Bazedoksyfen,4
Glukagon,Cyklopentowany,1
Olanzapina,Paraldehyd,2
Morfina,Furosemid,1
Risperidon,Eluksadlina,2
Pentobarbital,Sotalol,0
Kofeina,Heksobarbital,2
Galantamina,Fengamfamina,4
Alfentanil,Mifepriston,0
Cyklobenzapryna,ACLIDIUM,4
Walsartan,Indapamid,4
Repaglinid,Lopinawir,2
Posakonazol,Macetentan,1
Zolpidem,Guanfacyna,0
Azelastyna,Rotigotina,3
Mechloretamina,Tofacitynib,0
Dronedaron,Sondegib,0
Hydroksyzyna,Chlorfeniramina,4
Insulinay klepsyjna,Pipotiazyna,0
Imipramina,Tioridazine,3
Lewobunolol,Dronedaron,4
Fenelzine,Pirbuterol,0
TenecttePlase,Fondaparinuks,0
Doofetiled,Prometazyna,3
Siarczan magnezu,Levofloksacyna,0
Mezorydazyna,Prokarbazyn,3
Kwas pamidroniczny,Ketoprofen,2
Imatynib,Posakonazol,2
Posakonazol,Everolimus,3
Sumatriptan,Quetiapine,4
Ritonawir,Canagliflozyna,2
Dihydrotachysterol,Olej mineralny,2
Doksapram,Isoprenlina,3
Dihydroergotamina,Carfenazyna,4
Indinewir,Amiodaron,1
Wodorotlenek aluminium,Potas Bizmutowy,0
Demeklocyklina,Żelazny dekstran,1
Ropiniol,Deferasiroks,4
Insulina Lispro,Sirolimus,1
Fludrokortyzon,Fenobarbital,3
Mirtazapine,Karbamazepina,4
Metylofenidat,Isoflurane,2
Celecoksib,Deferasiroks,0
Cilostazol,Dronedaron,2
Nebivolol,Molsidomine,4
Metipranolol,Heptabarbital,4
Mifepriston,Ondansetron,3
Tranilcypromina,Mirabegron,3
Pancuronium,Arbekacyna,1
Imipramina,Metroheksital,1
Pimozyd,ACLIDIUM,0
Tolmetina,Omacetaksine Mepesuccynat,2
Tiagabina,Tapentadol,1
Busulfan,Ketokonazol,3
Teofilina,Pentobarbital,2
Indinewir,Pranlukast,1
Fentoina,CobiMetynib,3
Sucykinylocholina,Torasemid,3
Olanzapina,Alprazolam,1
Leuprolyd,Nateglinyd,0
Acenokumarol,Tegafur,2
Rosuvastatyna,Batimastat,1
Meloksykam,Kwas deoksycholowy,0
Orphenadryna,Fenobarbital,1
Argatroban,Kwas deoksycholowy,1
Dekstroamphetamina,Wodorotlenek aluminium,0
Calcifediol,Teofilina,4
Doksepina,Itopryd,1
Megestrol octan,Tolbutamid,0
Dicloksacillina,Kanamycyna,3
Biotyna,Cykacylina,2
Hydroksyzyna,Wigabatrina,3
Propranolol,Bosutynib,1
Deksametazon,Tlenek magnezu,2
Pizotifen,Betahistyna,3
Pregabalina,Oksybatan sodu,3
TROSPIUM,Chlorek potasu,3
Ipratropium,Mianserina,1
Butobarbitalny,Clevidypina,2
Eplerenon,Telaprewir,0
Perindopril,Saksagliptina,2
Toksyna botulinowa typu A,Amikacja,4
Chlorotrianisen,Metreptyna,3
Klopidogrel,Kwas salicylowy,4
Dopamina,Lewonordefryna,1
Klozapina,Gemcytabina,4
Allopurinol,Wodorotlenek aluminium,0
Fenylefryna,Dihydrokodeina,3
Enzalutamid,Eslicarbazepine octan,3
Eretriptan,Carfenazyna,0
Chlorambucil,Metamizol,1
Haloperidol,Glicerol fenylbutyrat,3
Anakinra,Leflunomyd,0
Cyklosporyna,Naloksegol,4
Kalcytriol,Stiripentol,3
Pramipeksole,Ramelteon,4
Omeprazol,Woriconazol,3
Oktreotyd,Chlorpropamid,4
Fluwoksamina,Lorazepam,4
Bacofen,MetotrimePrazine,4
Telitromycyna,Atorwastatyna,3
Ramipryl,Eplerenon,0
Torasemid,Alogliptyna,3
Dipipfrina,Desipramina,2
Nikotyna,Octan cyproteronu,2
Reserpina,Lisdeksamfetamina,0
Nisoldypina,Nefazodon,0
Bosentan,Boceprewir,3
Benzphetamina,Palbocyclib,0
Kwas deoksycholowy,Floctafenina,0
Kalcytriol,Triamcynolon,1
Sulindak,Sulodeksyd,4
Maprotilina,Kobikistat,1
Arypiprazol,Glicerol fenylbutyrat,2
Flukonazol,Diltiazem,2
Sirolimus,Enalaprilat,3
Besylan atracurium,Prenyloaminę,4
Beksaroten,Modafinil,2
Diazoksyd,Clevidypina,4
Fentoina,Tretinoina,2
Lucynactant,Ruksolitynib,1
Dacarbazine,Leflunomyd,0
Warfaryna,Disulfiram,1
Mefloquine,Etosumid,3
Mezlocillina,Acenokumarol,4
Lacosamid,Ceritnib,3
Morfina,Metalizmina,1
Norepinefryna,Dronabinol,0
Trastuzumab,Temozolomid,4
Pentobarbital,Clevidypina,0
Pentobarbital,DEXMEDETOMIDINE,2
Drospirenon,Octan cyproteronu,2
Alteplaze,Dipyridamole,3
Estazolam,Johimbina,4
Kultury,Linezolid,2
Porfimer Sodium,Meloksykam,0
Tranilcypromina,Nadolol,4
Repaglinid,Kwas salicylowy,4
Ivacaft,Crizotynib,4
Kabergolina,Dopamina,1
Aprepitant,Arypiprazol,0
Eprosartan,Amifostyna,1
Oktreotyd,Carteolol,3
Capreomycyna,Tobramycyna,3
Spiamycyna,Rilpiwiryna,1
Maprotilina,Ramosetron,1
Ketamina,Perampanel,4
Torasemid,Metylofenidat,3
Olanzapina,Ketazolam,4
Chlorpromazyna,Orphenadryna,0
Arypiprazol,Idelalisib,4
Fentoina,Halazepam,4
Bevacizumab,Kwas pamidroniczny,3
Dicoumarol,Amitriptlina,2
Azelastyna,Clonazepam,2
Dicoumarol,IMERMECTina,4
Nortriptylina,Panobinostat,2
Witamina D3,Dihydrotachysterol,3
Clemastena,Doksylamine,3
Atenolol,Chlorpropamid,0
Tacrolimus,Nelarabine,4
Metazolamid,Aspiryna,4
Amitriptlina,Meloksykam,2
Sirolimus,Deferasiroks,0
Rasagilina,Betahistyna,4
Fentoina,Lidokaina,4
Kwas edetic,Edoksaban,3
Clomipramina,Dziurawiec,3
Butalbitalny,Kwas azotowy,3
Amfetamina,Pantoprazol,2
Anistreplaze,Aspiryna,2
Haloperidol,Kwas fenylowy,1
Simeprewir,Izawukonazol,1
Karbamazepina,Ivacaft,2
Metadon,Didanozyna,3
Fenelzine,Betahistyna,0
Fenofibrat,Fluwastatyna,2
Karbidopa,Żelazny dekstran,1
Paracetamol,Bepridil,1
Norepinefryna,Acebutolol,1
Dyszyramid,Cimetropium,4
Prymidon,Ticagrelor,1
Warfaryna,Nintedanib,3
Amfetamina,Moklobemid,0
Ipratropium,Glycopirronium,1
Deferasiroks,Estrone siarczan,1
Aspiryna,Enalaprilat,2
Atorwastatyna,Simeprewir,4
Clonazepam,Tocilizumab,3
Itrakonazol,Suvoreksant,3
Obinutuzumab,Worapaksar,0
Fluwoksamina,Clobazam,4
Sildenafil,Tocilizumab,3
Pindolol,Ruksolitynib,1
Cetyryzyna,Lumactaftor,1
Karbamazepina,Ulipristal,4
Okrutnik,Teduglutyd,4
Insulina Aspart,Cortycotropina,3
Minocyklina,Clonazepam,3
Kwas edetic,Desvenlafaksine,1
Lacosamid,Fingolimod,3
Triheksyfenedyl,ACLIDIUM,3
Diclofenamid,Heksobarbital,1
Quetiapine,Tocilizumab,4
Griseofulvina,Butobarbitalny,1
Acetoheksamid,Sulfametoksazol,1
Dyszyramid,Ketokonazol,3
Metadon,Granisetron,2
Nelfinawir,Tormifen,2
Cloksacillina,Kwas picosulfurowy,1
Erytromycyna,Beksaroten,0
Leuprolyd,Trójtlenek arsenu,2
Morfina,Prometazyna,1
Lamotrygina,Orphenadryna,1
Pantoprazol,Etrawiryna,0
Salmeterol,Kwas fusydowy,4
Izosorbide mononitran,Dasatynib,3
Flukonazol,Wilanderol,3
Brinzolamid,Saquinawir,1
Midodryna,Prrazosina,3
Telitromycyna,Trastuzumab Emtansine,2
Darunawir,Wortioksetyna,3
Trympramina,Iobenguan,0
Tiklopidyna,Efawirenz,1
Oksymetazlina,Racepinefryna,3
Simvastatyna,Trabtykedina,4
Moklobemid,Sertindole,3
Afatynib,Rolapitant,0
Woriconazol,Wardenafil,4
Aprepitant,Zonisamid,0
Doofetiled,Fingolimod,4
Nabilon,Lewokabastyna,1
Piperacylina,Oksytetracyklina,1
Alfuzosina,Fenoksybenzamina,3
Paroksetyna,Etylowy biscoummacetat,3
Mifepriston,Pioglitazon,0
Dyszyramid,Oksandrolon,2
Karbamazepina,Tasimelteon,0
Fluwoksamina,Isoniazid,2
Selegilina,Kation litowy,4
Quetiapine,Pramlintyd,4
Sulindak,Kwasy tłuszczowe omega-3,1
Orcyprenalina,Desipramina,2
Antitymocyt immunoglobulina (królik),Tacrolimus,3
Pindolol,Ivabradyna,4
Dronabinol,Acebutolol,2
Nitrendipina,Itrakonazol,2
Zonisamid,Oksybatan sodu,2
Olopatadyna,Paraldehyd,1
Gentamy,Amoksycylina,2
Buspiron,Woriconazol,2
Nabilon,Tiotiksen,0
Didanozyna,Ketokonazol,1
Acenokumarol,Obinutuzumab,0
Arypiprazol,Enzalutamid,2
Kwas tiaproofenowy,Deksketoprofen,2
Kwas risedronic,Terazosina,0
Konivaptan,Klarytromycyna,2
Metroheksital,Empagliflozyna,2
Ramelteon,Boceprewir,0
Octan wapnia,Memantyna,0
Dziurawiec,Tasimelteon,4
Spektaklomycyna,Avibactam,2
Droperidol,Estazolam,1
Insulina Ludzka,Trimetoprim,1
Aspiryna,Salsalat,2
Tripolidynę,Siarczan magnezu,1
Amitriptlina,Oksaprozyna,0
Fenylopropanolamina,Fosforan Tedizolidu,2
Flurburfofen,Ridogrel,4
Deksametazon,Sipuleucel-T,4
Citalopram,Liotironina,0
Cyklobenzapryna,Mirabegron,0
Saquinawir,Ponatynib,3
Dyszyramid,Mifepriston,1
Etosumid,Catinon,4
Citalopram,Rivaroksaban,1
Olanzapina,Alogliptyna,1
Prochlorperazina,Porfimer Sodium,2
Aksitynib,Ceritnib,3
Sildenafil,Dziurawiec,1
Walsartan,Diazoksyd,3
Paroksetyna,Liraglutyd,0
Solifenacyna,Cimetropium,0
Mirtazapine,Tiagabina,3
Acetonidzie fluocylinolonu,Deferasiroks,1
Infliksymab,Enalapryl,4
Trazodon,Warfaryna,4
Kokaina,Luliconazol,1
Tacrine,Lurasidon,3
Acytretina,Metotreksat,2
Celecoksib,Perindopril,4
Isoflurane,Pancuronium,3
Dronabinol,Wigabatrina,1
Cyklosporyna,Dziurawiec,3
Reserpina,Talidomid,0
Sitagliptyna,Tesmilifen,0
Dicoumarol,Gefitnib,4
Batimastat,Simeprewir,2
Witamina E,Cangrelor,0
Trichlormetiazyd,Dapagliflozyna,1
Benzphetamina,Racepinefryna,1
Bepridil,Boceprewir,0
Aldesleukina,Candesartan CILEXETIL,0
Palifermina,Dalteparna,4
Imipramina,Kation litowy,0
Klonidyna,Fenelzine,3
Repaglinid,Articaine,1
Pramipeksole,Propofol,4
Topiramat,Kwas etanrynowy,3
Chlorstalidon,Dihydrokodeina,2
Fenylopropanolamina,Efedryna,4
Acepromazyna,Artesunat,2
Lorazepam,Kultury,4
Tranilcypromina,Arypiprazol,4
Ketoprofen,Kanamycyna,4
Buprenorfina,Amobarbital,0
Droperidol,Flunizyna,3
Dicoumarol,Kwas klawulanowy,0
Mirabegron,Afatynib,4
Flukonazol,Gliburyd,3
Aprepitant,Deksametazon,3
Tranilcypromina,Dacarbazine,2
Dipyridamole,Nicorandil,0
Tryptofan,Isocarboksazid,0
Chlorotiazid,Aspiryna,0
Paroksetyna,Insulinay klepsyjna,3
Tobramycyna,Cefuroksime,4
Metoklopramid,Brekspiprazol,0
Armodafinil,Fosforan Tedizolidu,1
Ropiniol,Nalbuphine,2
Triamteren,Butobarbitalny,3
Klozapina,Insulina detemir,4
Klozapina,Octan cyproteronu,3
Eplerenon,Dziurawiec,2
Metaraminol,Metamfetamina,1
Flukonazol,Bepridil,3
Insulina Glargine,Repaglinid,4
Chlorotiazid,Johimbina,3
Imipramina,Ritonawir,3
Pseudoefedryna,Iobenguan,2
Flunizyna,Cytrynian wapnia,3
Cyklotiazyd,Buprenorfina,4
Nefazodon,Iloperidon,4
Terazosina,Moksonidyna,1
Infliksymab,Flurburfofen,1
Tramadol,Bumetanid,3
Ibritrumomab tiuksetan,Metamizol,4
Nelfinawir,Propionion flutykazonu,1
Difenhydramina,Perampanel,3
Kofeina,Fondaparinuks,1
